ticket_id,title,description,category,priority,resolution_hint,language,source,title_clean,description_clean,text
TRX-1020,Wi-Fi instable au 3ème étage Urgent pour une livraison client.,Le réseau sans fil coupe souvent dans la salle réunion B. Deadline aujourd'hui 17h.,network,medium,"Reset borne AP, vérifier couverture et canaux.",fr,synthetic_tritux_v1,wi-fi instable au 3ème étage urgent pour une livraison client.,le réseau sans fil coupe souvent dans la salle réunion b. deadline aujourd hui 17h.,wi-fi instable au 3ème étage urgent pour une livraison client. le réseau sans fil coupe souvent dans la salle réunion b. deadline aujourd hui 17h.
TRX-1351,Quota boîte mail saturé Problème reproduit sur 2 postes.,"Impossible de recevoir, 99 Go utilisés. Captures d'écran disponibles.",email,medium,Archivage online + purge.,fr,synthetic_tritux_v1,quota boîte mail saturé problème reproduit sur 2 postes.,impossible de recevoir 99 go utilisés. captures d écran disponibles.,quota boîte mail saturé problème reproduit sur 2 postes. impossible de recevoir 99 go utilisés. captures d écran disponibles.
TRX-1394,Question politique télétravail Depuis la dernière mise à jour Windows.,Jours autorisés hors site? Aucun changement matériel de mon côté.,other,low,Consulter RH / intranet.,fr,synthetic_tritux_v1,question politique télétravail depuis la dernière mise à jour windows.,jours autorisés hors site aucun changement matériel de mon côté.,question politique télétravail depuis la dernière mise à jour windows. jours autorisés hors site aucun changement matériel de mon côté.
TRX-1422,Erreur OneNote sync,Bloc-notes ne se synchronise plus.,software,low,Repair OneNote / Sign-out.,fr,synthetic_tritux_v1,erreur onenote sync,bloc-notes ne se synchronise plus.,erreur onenote sync bloc-notes ne se synchronise plus.
TRX-1180,Erreur licence Office 365,Produit non licencié après changement de poste.,software,high,Réactiver licence via compte Tritux.,fr,synthetic_tritux_v1,erreur licence office 365,produit non licencié après changement de poste.,erreur licence office 365 produit non licencié après changement de poste.
TRX-1428,Demande accès GitLab,Nouveau développeur sans accès dépôt. Occurrence #3.,account,medium,Ajouter groupe gitlab-devs.,fr,synthetic_tritux_v1,demande accès gitlab,nouveau développeur sans accès dépôt. occurrence 3.,demande accès gitlab nouveau développeur sans accès dépôt. occurrence 3.
TRX-1096,Ransomware suspicion fichiers chiffrés,Extensions .locked apparues sur mon dossier Documents.,security,urgent,"Débrancher réseau immédiatement, alerter SOC.",fr,synthetic_tritux_v1,ransomware suspicion fichiers chiffrés,extensions .locked apparues sur mon dossier documents.,ransomware suspicion fichiers chiffrés extensions .locked apparues sur mon dossier documents.
TRX-1093,MFA ne fonctionne plus Problème reproduit sur 2 postes.,Codes Authenticator incorrects pour la connexion Office. Captures d'écran disponibles.,security,high,Resynchroniser MFA / réenregistrer appareil.,fr,synthetic_tritux_v1,mfa ne fonctionne plus problème reproduit sur 2 postes.,codes authenticator incorrects pour la connexion office. captures d écran disponibles.,mfa ne fonctionne plus problème reproduit sur 2 postes. codes authenticator incorrects pour la connexion office. captures d écran disponibles.
TRX-1257,Mot de passe SSO expiré En télétravail uniquement.,"Impossible de se connecter, MDP expiré. Sur site le problème n'apparaît pas.",account,high,Reset via self-service ou agent identité.,fr,synthetic_tritux_v1,mot de passe sso expiré en télétravail uniquement.,impossible de se connecter mdp expiré. sur site le problème n apparaît pas.,mot de passe sso expiré en télétravail uniquement. impossible de se connecter mdp expiré. sur site le problème n apparaît pas.
TRX-1175,Navigateur Chrome très lent Merci de traiter rapidement.,"Onglets se figent, utilisation CPU élevée. Impact sur mon activité quotidienne.",software,medium,"Désactiver extensions, clear cache.",fr,synthetic_tritux_v1,navigateur chrome très lent merci de traiter rapidement.,onglets se figent utilisation cpu élevée. impact sur mon activité quotidienne.,navigateur chrome très lent merci de traiter rapidement. onglets se figent utilisation cpu élevée. impact sur mon activité quotidienne.
TRX-1068,Compte potentiellement compromis Urgent pour une livraison client.,Connexions inhabituelles depuis l'étranger dans les logs. Deadline aujourd'hui 17h.,security,urgent,"Révoquer sessions, reset MDP, MFA obligatoire.",fr,synthetic_tritux_v1,compte potentiellement compromis urgent pour une livraison client.,connexions inhabituelles depuis l étranger dans les logs. deadline aujourd hui 17h.,compte potentiellement compromis urgent pour une livraison client. connexions inhabituelles depuis l étranger dans les logs. deadline aujourd hui 17h.
TRX-1187,Zoom / Teams conflit audio Merci de traiter rapidement.,Micro non détecté pendant réunion. Impact sur mon activité quotidienne.,software,medium,Permissions Windows privacy + périphérique défaut.,fr,synthetic_tritux_v1,zoom / teams conflit audio merci de traiter rapidement.,micro non détecté pendant réunion. impact sur mon activité quotidienne.,zoom / teams conflit audio merci de traiter rapidement. micro non détecté pendant réunion. impact sur mon activité quotidienne.
TRX-1130,Excel plante à l'ouverture d'un fichier Depuis la dernière mise à jour Windows.,Fichier macro .xlsm provoque un crash Excel. Aucun changement matériel de mon côté.,software,medium,"Ouvrir sans macro, réparer fichier, MAJ Office.",fr,synthetic_tritux_v1,excel plante à l ouverture d un fichier depuis la dernière mise à jour windows.,fichier macro .xlsm provoque un crash excel. aucun changement matériel de mon côté.,excel plante à l ouverture d un fichier depuis la dernière mise à jour windows. fichier macro .xlsm provoque un crash excel. aucun changement matériel de mon côté.
TRX-1149,Installation Docker Desktop bloquée En télétravail uniquement.,"Besoin Docker pour le projet, droits insuffisants. Sur site le problème n'apparaît pas.",software,medium,Demande logiciel + validation sécurité.,fr,synthetic_tritux_v1,installation docker desktop bloquée en télétravail uniquement.,besoin docker pour le projet droits insuffisants. sur site le problème n apparaît pas.,installation docker desktop bloquée en télétravail uniquement. besoin docker pour le projet droits insuffisants. sur site le problème n apparaît pas.
TRX-1356,Règle de redirection suspecte Urgent pour une livraison client.,Mails forward auto vers externe. Deadline aujourd'hui 17h.,email,urgent,"Supprimer règle, reset MDP, audit.",fr,synthetic_tritux_v1,règle de redirection suspecte urgent pour une livraison client.,mails forward auto vers externe. deadline aujourd hui 17h.,règle de redirection suspecte urgent pour une livraison client. mails forward auto vers externe. deadline aujourd hui 17h.
TRX-1348,Quota boîte mail saturé,"Impossible de recevoir, 99 Go utilisés.",email,medium,Archivage online + purge.,fr,synthetic_tritux_v1,quota boîte mail saturé,impossible de recevoir 99 go utilisés.,quota boîte mail saturé impossible de recevoir 99 go utilisés.
TRX-1217,PC ne démarre plus Merci de traiter rapidement.,"Écran noir au power on, ventilateurs tournent. Impact sur mon activité quotidienne.",hardware,high,"Tester RAM/écran externe, atelier.",fr,synthetic_tritux_v1,pc ne démarre plus merci de traiter rapidement.,écran noir au power on ventilateurs tournent. impact sur mon activité quotidienne.,pc ne démarre plus merci de traiter rapidement. écran noir au power on ventilateurs tournent. impact sur mon activité quotidienne.
TRX-1268,Demande de création compte prestataire Depuis la dernière mise à jour Windows.,Nouveau prestataire a besoin d'un accès mail. Aucun changement matériel de mon côté.,account,medium,Process onboarding RH + IT.,fr,synthetic_tritux_v1,demande de création compte prestataire depuis la dernière mise à jour windows.,nouveau prestataire a besoin d un accès mail. aucun changement matériel de mon côté.,demande de création compte prestataire depuis la dernière mise à jour windows. nouveau prestataire a besoin d un accès mail. aucun changement matériel de mon côté.
TRX-1233,Webcam intégrée noire En télétravail uniquement.,Caméra allumée mais image noire dans Teams. Sur site le problème n'apparaît pas.,hardware,medium,"Réinstaller pilote caméra, privacy settings.",fr,synthetic_tritux_v1,webcam intégrée noire en télétravail uniquement.,caméra allumée mais image noire dans teams. sur site le problème n apparaît pas.,webcam intégrée noire en télétravail uniquement. caméra allumée mais image noire dans teams. sur site le problème n apparaît pas.
TRX-1212,Batterie PC portable se décharge vite Urgent pour une livraison client.,Autonomie < 1h alors que neuve il y a 2 ans. Deadline aujourd'hui 17h.,hardware,medium,"Diagnostic batterie, remplacement si usée.",fr,synthetic_tritux_v1,batterie pc portable se décharge vite urgent pour une livraison client.,autonomie 1h alors que neuve il y a 2 ans. deadline aujourd hui 17h.,batterie pc portable se décharge vite urgent pour une livraison client. autonomie 1h alors que neuve il y a 2 ans. deadline aujourd hui 17h.
TRX-1038,DNS ne résout pas les sites internes Urgent pour une livraison client.,intranet.tritux.local ne répond pas. Deadline aujourd'hui 17h.,network,high,"Pointer DNS vers contrôleurs Tritux, flushdns.",fr,synthetic_tritux_v1,dns ne résout pas les sites internes urgent pour une livraison client.,intranet.tritux.local ne répond pas. deadline aujourd hui 17h.,dns ne résout pas les sites internes urgent pour une livraison client. intranet.tritux.local ne répond pas. deadline aujourd hui 17h.
TRX-1347,Calendrier Teams non synchronisé En télétravail uniquement.,RDV Outlook absents de Teams. Sur site le problème n'apparaît pas.,email,medium,Repair sync M365 calendar.,fr,synthetic_tritux_v1,calendrier teams non synchronisé en télétravail uniquement.,rdv outlook absents de teams. sur site le problème n apparaît pas.,calendrier teams non synchronisé en télétravail uniquement. rdv outlook absents de teams. sur site le problème n apparaît pas.
TRX-1198,Clavier certain touches mortes,Touches E et R ne répondent plus.,hardware,low,Nettoyage / remplacement clavier.,fr,synthetic_tritux_v1,clavier certain touches mortes,touches e et r ne répondent plus.,clavier certain touches mortes touches e et r ne répondent plus.
TRX-1225,Imprimante bureau n'imprime pas Problème reproduit sur 2 postes.,"Travaux en file d'attente, status offline. Captures d'écran disponibles.",hardware,medium,"Redémarrer spooler, vérifier IP imprimante.",fr,synthetic_tritux_v1,imprimante bureau n imprime pas problème reproduit sur 2 postes.,travaux en file d attente status offline. captures d écran disponibles.,imprimante bureau n imprime pas problème reproduit sur 2 postes. travaux en file d attente status offline. captures d écran disponibles.
TRX-1050,Proxy bloque certains sites pro Urgent pour une livraison client.,Accès refusé via proxy pour un outil SaaS métier. Deadline aujourd'hui 17h.,network,medium,Demander exception proxy / whitelist.,fr,synthetic_tritux_v1,proxy bloque certains sites pro urgent pour une livraison client.,accès refusé via proxy pour un outil saas métier. deadline aujourd hui 17h.,proxy bloque certains sites pro urgent pour une livraison client. accès refusé via proxy pour un outil saas métier. deadline aujourd hui 17h.
TRX-1144,Installation Docker Desktop bloquée,"Besoin Docker pour le projet, droits insuffisants.",software,medium,Demande logiciel + validation sécurité.,fr,synthetic_tritux_v1,installation docker desktop bloquée,besoin docker pour le projet droits insuffisants.,installation docker desktop bloquée besoin docker pour le projet droits insuffisants.
